frame,t_s,min_z,mean_z,v_max
1253,0.250600,0.019295,0.119220,2.743093
1254,0.250800,0.019291,0.119094,2.754526
1255,0.251000,0.019287,0.118968,2.765497
1256,0.251200,0.019283,0.118843,2.776071
1257,0.251400,0.019279,0.118717,2.786333
1258,0.251600,0.019275,0.118592,2.796418
1259,0.251800,0.019272,0.118466,2.806414
1260,0.252000,0.019268,0.118341,2.816348
1261,0.252200,0.019264,0.118216,2.826202
1262,0.252400,0.019260,0.118091,2.835929
1263,0.252600,0.019256,0.117966,2.845485
1264,0.252800,0.019252,0.117842,2.854916
1265,0.253000,0.019248,0.117717,2.868075
1266,0.253200,0.019244,0.117593,2.883052
1267,0.253400,0.019240,0.117468,2.897756
1268,0.253600,0.019236,0.117344,2.912165
1269,0.253800,0.019232,0.117220,2.926274
1270,0.254000,0.019228,0.117096,2.940101
1271,0.254200,0.019224,0.116972,2.953847
1272,0.254400,0.019219,0.116849,2.967672
1273,0.254600,0.019215,0.116725,2.981602
1274,0.254800,0.019211,0.116602,2.995613
1275,0.255000,0.019207,0.116478,3.009640
1276,0.255200,0.019203,0.116355,3.023648
1277,0.255400,0.019199,0.116232,3.037573
1278,0.255600,0.019195,0.116109,3.051359
1279,0.255800,0.019191,0.115986,3.064903
1280,0.256000,0.019187,0.115864,3.078198
1281,0.256200,0.019183,0.115741,3.091225
1282,0.256400,0.019179,0.115619,3.103936
1283,0.256600,0.019175,0.115497,3.116232
1284,0.256800,0.019171,0.115374,3.128008
1285,0.257000,0.019166,0.115252,3.139358
1286,0.257200,0.019162,0.115131,3.150378
1287,0.257400,0.019158,0.115009,3.161206
1288,0.257600,0.019154,0.114887,3.172020
1289,0.257800,0.019150,0.114766,3.182943
1290,0.258000,0.019146,0.114644,3.194048
1291,0.258200,0.019142,0.114523,3.205331
1292,0.258400,0.019138,0.114402,3.216650
1293,0.258600,0.019134,0.114281,3.227875
1294,0.258800,0.019130,0.114160,3.238888
1295,0.259000,0.019125,0.114039,3.249509
1296,0.259200,0.019121,0.113919,3.259558
1297,0.259400,0.019117,0.113798,3.268882
1298,0.259600,0.019113,0.113678,3.277514
1299,0.259800,0.019109,0.113558,3.285585
1300,0.260000,0.019105,0.113438,3.293266
1301,0.260200,0.019101,0.113318,3.300798
1302,0.260400,0.019097,0.113198,3.308388
1303,0.260600,0.019093,0.113079,3.316118
1304,0.260800,0.019089,0.112959,3.323974
1305,0.261000,0.019084,0.112840,3.331873
1306,0.261200,0.019080,0.112721,3.339724
1307,0.261400,0.019076,0.112601,3.347428
1308,0.261600,0.019072,0.112483,3.354873
1309,0.261800,0.019068,0.112364,3.361893
1310,0.262000,0.019064,0.112245,3.369186
1311,0.262200,0.019060,0.112127,3.379451
1312,0.262400,0.019056,0.112008,3.389204
1313,0.262600,0.019052,0.111890,3.398878
1314,0.262800,0.019048,0.111772,3.408698
1315,0.263000,0.019044,0.111654,3.418692
1316,0.263200,0.019040,0.111536,3.428729
1317,0.263400,0.019036,0.111419,3.438625
1318,0.263600,0.019032,0.111301,3.448209
1319,0.263800,0.019028,0.111184,3.457363
1320,0.264000,0.019024,0.111067,3.466025
1321,0.264200,0.019020,0.110950,3.474096
1322,0.264400,0.019016,0.110833,3.484615
1323,0.264600,0.019012,0.110716,3.495539
1324,0.264800,0.019008,0.110599,3.505949
1325,0.265000,0.019004,0.110483,3.515904
1326,0.265200,0.019000,0.110367,3.526750
1327,0.265400,0.018996,0.110251,3.539329
1328,0.265600,0.018993,0.110135,3.551864
1329,0.265800,0.018989,0.110019,3.564272
1330,0.266000,0.018985,0.109903,3.576385
1331,0.266200,0.018981,0.109788,3.587961
1332,0.266400,0.018977,0.109672,3.598995
1333,0.266600,0.018973,0.109557,3.609447
1334,0.266800,0.018969,0.109442,3.619223
1335,0.267000,0.018965,0.109327,3.628540
1336,0.267200,0.018962,0.109213,3.637598
1337,0.267400,0.018958,0.109098,3.646516
1338,0.267600,0.018954,0.108984,3.655285
1339,0.267800,0.018950,0.108869,3.663922
1340,0.268000,0.018946,0.108755,3.672473
1341,0.268200,0.018943,0.108642,3.680927
1342,0.268400,0.018939,0.108528,3.689087
1343,0.268600,0.018935,0.108414,3.696820
1344,0.268800,0.018931,0.108301,3.704146
1345,0.269000,0.018928,0.108188,3.710732
1346,0.269200,0.018924,0.108075,3.718167
1347,0.269400,0.018920,0.107962,3.726450
1348,0.269600,0.018917,0.107849,3.734403
1349,0.269800,0.018913,0.107736,3.742026
1350,0.270000,0.018909,0.107624,3.750137
1351,0.270200,0.018905,0.107512,3.759912
1352,0.270400,0.018902,0.107400,3.769508
1353,0.270600,0.018898,0.107288,3.778914
1354,0.270800,0.018895,0.107176,3.788027
1355,0.271000,0.018891,0.107065,3.796811
1356,0.271200,0.018887,0.106953,3.805249
1357,0.271400,0.018884,0.106842,3.813255
1358,0.271600,0.018880,0.106731,3.820943
1359,0.271800,0.018877,0.106620,3.828349
1360,0.272000,0.018873,0.106509,3.835398
1361,0.272200,0.018869,0.106399,3.842042
1362,0.272400,0.018866,0.106288,3.848276
1363,0.272600,0.018862,0.106178,3.854162
1364,0.272800,0.018859,0.106068,3.859908
1365,0.273000,0.018855,0.105958,3.865513
1366,0.273200,0.018852,0.105849,3.870907
1367,0.273400,0.018848,0.105739,3.876003
1368,0.273600,0.018845,0.105630,3.880795
1369,0.273800,0.018841,0.105521,3.885332
1370,0.274000,0.018838,0.105412,3.889577
1371,0.274200,0.018834,0.105303,3.899328
1372,0.274400,0.018831,0.105195,3.908914
1373,0.274600,0.018828,0.105086,3.918284
1374,0.274800,0.018824,0.104978,3.927509
1375,0.275000,0.018821,0.104870,3.936390
1376,0.275200,0.018817,0.104762,3.944860
1377,0.275400,0.018814,0.104654,3.953087
1378,0.275600,0.018811,0.104547,3.961182
1379,0.275800,0.018807,0.104439,3.969226
1380,0.276000,0.018804,0.104332,3.977181
1381,0.276200,0.018801,0.104225,3.984640
1382,0.276400,0.018797,0.104118,3.991446
1383,0.276600,0.018794,0.104012,3.997637
1384,0.276800,0.018791,0.103905,4.003539
1385,0.277000,0.018787,0.103799,4.009148
1386,0.277200,0.018784,0.103693,4.014350
1387,0.277400,0.018781,0.103587,4.019128
1388,0.277600,0.018778,0.103481,4.023572
1389,0.277800,0.018774,0.103376,4.027893
1390,0.278000,0.018771,0.103270,4.032347
1391,0.278200,0.018768,0.103165,4.036595
1392,0.278400,0.018765,0.103060,4.040356
1393,0.278600,0.018761,0.102955,4.045414
1394,0.278800,0.018758,0.102851,4.051424
1395,0.279000,0.018755,0.102746,4.057447
1396,0.279200,0.018752,0.102642,4.063380
1397,0.279400,0.018749,0.102538,4.069000
1398,0.279600,0.018746,0.102434,4.074198
1399,0.279800,0.018743,0.102330,4.078890
1400,0.280000,0.018739,0.102227,4.083975
1401,0.280200,0.018736,0.102123,4.090903
1402,0.280400,0.018733,0.102020,4.097721
1403,0.280600,0.018730,0.101917,4.104471
1404,0.280800,0.018727,0.101814,4.110728
1405,0.281000,0.018724,0.101712,4.116156
1406,0.281200,0.018721,0.101609,4.121102
1407,0.281400,0.018718,0.101507,4.125812
1408,0.281600,0.018715,0.101405,4.130410
1409,0.281800,0.018712,0.101303,4.134954
1410,0.282000,0.018709,0.101201,4.139380
1411,0.282200,0.018706,0.101100,4.143661
1412,0.282400,0.018703,0.100999,4.147909
1413,0.282600,0.018700,0.100897,4.152148
1414,0.282800,0.018697,0.100796,4.156060
1415,0.283000,0.018694,0.100696,4.159267
1416,0.283200,0.018691,0.100595,4.162030
1417,0.283400,0.018688,0.100495,4.164513
1418,0.283600,0.018686,0.100395,4.169272
1419,0.283800,0.018683,0.100295,4.174237
1420,0.284000,0.018680,0.100195,4.178953
1421,0.284200,0.018677,0.100095,4.183391
1422,0.284400,0.018674,0.099996,4.187554
1423,0.284600,0.018671,0.099896,4.191583
1424,0.284800,0.018668,0.099797,4.195571
1425,0.285000,0.018666,0.099698,4.199503
1426,0.285200,0.018663,0.099600,4.203314
1427,0.285400,0.018660,0.099501,4.206960
1428,0.285600,0.018657,0.099403,4.210327
1429,0.285800,0.018654,0.099305,4.213400
1430,0.286000,0.018652,0.099207,4.216217
1431,0.286200,0.018649,0.099109,4.218794
1432,0.286400,0.018646,0.099011,4.221140
1433,0.286600,0.018644,0.098914,4.223338
1434,0.286800,0.018641,0.098817,4.225460
1435,0.287000,0.018638,0.098720,4.228899
1436,0.287200,0.018636,0.098623,4.232429
1437,0.287400,0.018633,0.098526,4.235610
1438,0.287600,0.018630,0.098430,4.238278
1439,0.287800,0.018628,0.098333,4.240710
1440,0.288000,0.018625,0.098237,4.243116
1441,0.288200,0.018622,0.098141,4.245448
1442,0.288400,0.018620,0.098046,4.250265
1443,0.288600,0.018617,0.097950,4.255135
1444,0.288800,0.018615,0.097855,4.259775
1445,0.289000,0.018612,0.097760,4.264082
1446,0.289200,0.018610,0.097665,4.268143
1447,0.289400,0.018607,0.097570,4.272074
1448,0.289600,0.018605,0.097475,4.275933
1449,0.289800,0.018602,0.097381,4.279754
1450,0.290000,0.018600,0.097287,4.283559
